CD_GEOCMU,Município,CodEstado,Estado,IDHM1991,IDHMR1991,IDHML1991,IDHME1991,R1991,IDHM2000,IDHMR2000,IDHML2000,IDHME2000,R2000,IDHM2010,IDHMR2010,IDHML2010,IDHME2010,R2010,NM_MUNNICIP
2901502,Anguera,29,Bahia,0.285,0.384,0.579,0.104,4417,0.427,0.457,0.629,0.270,4319,0.589,0.565,0.766,0.471,4416,ANGUERA
2901601,Antas,29,Bahia,0.309,0.454,0.582,0.112,3980,0.444,0.518,0.617,0.274,4029,0.592,0.573,0.739,0.491,4331,ANTAS
2901700,Antônio Cardoso,29,Bahia,0.249,0.348,0.618,0.072,4992,0.395,0.473,0.694,0.188,4824,0.561,0.544,0.768,0.422,5027,ANTÔNIO CARDOSO
2901809,Antônio Gonçalves,29,Bahia,0.284,0.398,0.513,0.112,4442,0.422,0.468,0.627,0.256,4407,0.598,0.580,0.741,0.498,4198,ANTÔNIO GONÇALVES
2901908,Aporá,29,Bahia,0.284,0.414,0.610,0.091,4442,0.398,0.461,0.657,0.208,4778,0.548,0.516,0.751,0.425,5225,APORÁ
2901957,Apuarema,29,Bahia,0.250,0.405,0.605,0.064,4974,0.386,0.456,0.650,0.194,4960,0.552,0.555,0.735,0.413,5169,APUAREMA
2902005,Aracatu,29,Bahia,0.237,0.355,0.623,0.060,5137,0.342,0.454,0.661,0.133,5368,0.581,0.591,0.754,0.439,4614,ARACATU
2902054,Araças,29,Bahia,0.255,0.407,0.489,0.083,4920,0.363,0.439,0.617,0.177,5226,0.570,0.540,0.744,0.462,4841,ARAÇAS
2902104,Araci,29,Bahia,0.244,0.370,0.525,0.075,5058,0.362,0.431,0.604,0.182,5234,0.534,0.534,0.747,0.381,5366,ARACI
2902203,Aramari,29,Bahia,0.330,0.423,0.509,0.167,3606,0.454,0.516,0.638,0.285,3858,0.588,0.568,0.761,0.470,4444,ARAMARI
2902252,Arataca,29,Bahia,0.247,0.411,0.504,0.073,5018,0.372,0.463,0.637,0.175,5139,0.559,0.557,0.758,0.413,5066,ARATACA
2902302,Aratuípe,29,Bahia,0.293,0.437,0.524,0.110,4272,0.435,0.486,0.631,0.268,4184,0.575,0.570,0.753,0.443,4742,ARATUÍPE
2902401,Aurelino Leal,29,Bahia,0.263,0.406,0.497,0.090,4789,0.365,0.440,0.626,0.177,5207,0.568,0.555,0.759,0.434,4884,AURELINO LEAL
2902500,Baianópolis,29,Bahia,0.259,0.387,0.566,0.079,4847,0.383,0.469,0.622,0.193,4999,0.589,0.543,0.763,0.492,4416,BAIANÓPOLIS
2902609,Baixa Grande,29,Bahia,0.269,0.372,0.620,0.084,4704,0.422,0.469,0.699,0.229,4407,0.585,0.549,0.775,0.471,4515,BAIXA GRANDE
2902658,Banzaê,29,Bahia,0.234,0.410,0.529,0.059,5172,0.393,0.450,0.641,0.210,4859,0.579,0.539,0.769,0.468,4654,BANZAÊ
2902708,Barra,29,Bahia,0.303,0.383,0.600,0.121,4103,0.378,0.428,0.651,0.194,5074,0.557,0.503,0.750,0.457,5098,BARRA
2902807,Barra da Estiva,29,Bahia,0.293,0.430,0.602,0.097,4272,0.412,0.506,0.693,0.200,4582,0.575,0.566,0.717,0.469,4742,BARRA DA ESTIVA
2902906,Barra do Choça,29,Bahia,0.219,0.448,0.600,0.039,5282,0.316,0.460,0.642,0.107,5484,0.551,0.563,0.770,0.386,5186,BARRA DO CHOÇA
2903003,Barra do Mendes,29,Bahia,0.317,0.442,0.532,0.135,3846,0.468,0.495,0.664,0.311,3666,0.630,0.578,0.784,0.553,3487,BARRA DO MENDES
2903102,Barra do Rocha,29,Bahia,0.223,0.390,0.497,0.057,5251,0.386,0.484,0.570,0.208,4960,0.577,0.585,0.705,0.465,4695,BARRA DO ROCHA
2903201,Barreiras,29,Bahia,0.408,0.585,0.593,0.196,2338,0.572,0.641,0.705,0.414,2111,0.721,0.695,0.807,0.668,1266,BARREIRAS
2903235,Barro Alto,29,Bahia,0.279,0.418,0.544,0.096,4532,0.435,0.473,0.627,0.277,4184,0.607,0.551,0.739,0.550,3984,BARRO ALTO
2903276,Barrocas,29,Bahia,0.284,0.401,0.548,0.104,4442,0.421,0.484,0.664,0.232,4429,0.610,0.574,0.786,0.503,3902,BARROCAS
2903300,Barro Preto,29,Bahia,0.226,0.346,0.499,0.067,5237,0.421,0.489,0.615,0.248,4429,0.602,0.576,0.744,0.508,4101,BARRO PRETO
2903409,Belmonte,29,Bahia,0.310,0.464,0.524,0.123,3960,0.441,0.541,0.638,0.249,4079,0.598,0.577,0.771,0.480,4198,BELMONTE
2903508,Belo Campo,29,Bahia,0.252,0.443,0.634,0.057,4953,0.378,0.516,0.665,0.158,5074,0.575,0.562,0.760,0.444,4742,BELO CAMPO
2903607,Biritinga,29,Bahia,0.277,0.418,0.538,0.095,4564,0.396,0.481,0.604,0.213,4810,0.538,0.525,0.738,0.402,5339,BIRITINGA
2903706,Boa Nova,29,Bahia,0.232,0.385,0.599,0.054,5191,0.319,0.414,0.648,0.121,5468,0.567,0.535,0.753,0.453,4903,BOA NOVA
2903805,Boa Vista do Tupim,29,Bahia,0.230,0.365,0.577,0.058,5202,0.365,0.435,0.643,0.174,5207,0.551,0.514,0.729,0.447,5186,BOA VISTA DO TUPIM
2903904,Bom Jesus da Lapa,29,Bahia,0.372,0.492,0.568,0.184,2944,0.486,0.552,0.646,0.321,3409,0.633,0.615,0.775,0.533,3433,BOM JESUS DA LAPA
2903953,Bom Jesus da Serra,29,Bahia,0.187,0.401,0.562,0.029,5451,0.298,0.399,0.648,0.102,5525,0.546,0.535,0.749,0.407,5253,BOM JESUS DA SERRA
2904001,Boninal,29,Bahia,0.299,0.418,0.645,0.099,4161,0.436,0.479,0.709,0.244,4168,0.612,0.564,0.789,0.514,3866,BONINAL
2904050,Bonito,29,Bahia,0.250,0.447,0.508,0.069,4974,0.326,0.470,0.552,0.134,5448,0.561,0.552,0.685,0.467,5027,BONITO
2904100,Boquira,29,Bahia,0.304,0.405,0.625,0.111,4088,0.414,0.482,0.692,0.212,4551,0.603,0.564,0.782,0.497,4081,BOQUIRA
2904209,Botuporã,29,Bahia,0.257,0.355,0.615,0.078,4882,0.393,0.401,0.692,0.218,4859,0.575,0.543,0.754,0.464,4742,BOTUPORÃ
2904308,Brejões,29,Bahia,0.299,0.435,0.632,0.097,4161,0.437,0.520,0.679,0.236,4150,0.597,0.560,0.775,0.490,4215,BREJÕES
2904407,Brejolândia,29,Bahia,0.271,0.405,0.632,0.078,4666,0.414,0.444,0.697,0.229,4551,0.592,0.533,0.746,0.523,4331,BREJOLÂNDIA
2904506,Brotas de Macaúbas,29,Bahia,0.274,0.401,0.576,0.089,4615,0.404,0.441,0.649,0.231,4704,0.570,0.552,0.754,0.445,4841,BROTAS DE MACAÚBAS
2904605,Brumado,29,Bahia,0.387,0.570,0.591,0.172,2707,0.519,0.565,0.702,0.352,2976,0.656,0.630,0.807,0.554,2986,BRUMADO
2904704,Buerarema,29,Bahia,0.309,0.447,0.557,0.119,3980,0.420,0.496,0.631,0.236,4452,0.613,0.604,0.772,0.495,3847,BUERAREMA
2904753,Buritirama,29,Bahia,0.193,0.349,0.587,0.035,5428,0.335,0.374,0.651,0.154,5405,0.565,0.504,0.761,0.471,4941,BURITIRAMA
2904803,Caatiba,29,Bahia,0.262,0.463,0.599,0.065,4803,0.348,0.450,0.648,0.144,5339,0.561,0.579,0.752,0.406,5027,CAATIBA
2904852,Cabaceiras do Paraguaçu,29,Bahia,0.240,0.354,0.544,0.072,5104,0.389,0.452,0.631,0.206,4917,0.581,0.525,0.763,0.490,4614,CABACEIRAS DO PARAGUAÇU
2904902,Cachoeira,29,Bahia,0.399,0.481,0.585,0.226,2516,0.516,0.546,0.675,0.372,3011,0.647,0.615,0.762,0.577,3172,CACHOEIRA
2905008,Caculé,29,Bahia,0.356,0.443,0.642,0.159,3171,0.501,0.582,0.726,0.297,3214,0.637,0.621,0.769,0.541,3357,CACULÉ
2905107,Caém,29,Bahia,0.272,0.376,0.534,0.100,4649,0.387,0.437,0.568,0.233,4945,0.546,0.535,0.701,0.434,5253,CAÉM
2905156,Caetanos,29,Bahia,0.180,0.378,0.595,0.026,5468,0.318,0.447,0.648,0.111,5475,0.542,0.536,0.725,0.409,5293,CAETANOS
2905206,Caetité,29,Bahia,0.331,0.451,0.632,0.127,3587,0.454,0.522,0.726,0.247,3858,0.625,0.631,0.801,0.484,3587,CAETITÉ
2905305,Cafarnaum,29,Bahia,0.257,0.423,0.468,0.086,4882,0.417,0.499,0.611,0.237,4504,0.584,0.554,0.734,0.490,4540,CAFARNAUM
2905404,Cairu,29,Bahia,0.259,0.447,0.634,0.061,4847,0.437,0.487,0.694,0.247,4150,0.627,0.600,0.807,0.510,3534,CAIRU
2905503,Caldeirão Grande,29,Bahia,0.273,0.417,0.504,0.097,4632,0.397,0.438,0.639,0.224,4798,0.573,0.526,0.758,0.473,4786,CALDEIRÃO GRANDE
2905602,Camacan,29,Bahia,0.316,0.496,0.546,0.117,3858,0.441,0.559,0.635,0.241,4079,0.581,0.608,0.768,0.419,4614,CAMACAN
2905701,Camaçari,29,Bahia,0.422,0.559,0.586,0.230,2104,0.551,0.600,0.708,0.393,2480,0.694,0.681,0.798,0.616,2078,CAMAÇARI
2905800,Camamu,29,Bahia,0.270,0.420,0.634,0.074,4684,0.377,0.472,0.694,0.164,5089,0.565,0.562,0.710,0.452,4941,CAMAMU
2905909,Campo Alegre de Lourdes,29,Bahia,0.273,0.496,0.540,0.076,4632,0.365,0.505,0.648,0.148,5207,0.557,0.516,0.778,0.430,5098,CAMPO ALEGRE DE LOURDES
2906006,Campo Formoso,29,Bahia,0.261,0.414,0.512,0.084,4812,0.421,0.499,0.627,0.238,4429,0.586,0.566,0.749,0.475,4495,CAMPO FORMOSO
2906105,Canápolis,29,Bahia,0.285,0.378,0.599,0.102,4417,0.435,0.486,0.670,0.252,4184,0.565,0.531,0.732,0.463,4941,CANÁPOLIS
2906204,Canarana,29,Bahia,0.296,0.484,0.479,0.112,4217,0.421,0.501,0.611,0.243,4429,0.587,0.555,0.734,0.496,4467,CANARANA
2906303,Canavieiras,29,Bahia,0.318,0.449,0.548,0.131,3823,0.439,0.551,0.668,0.230,4121,0.590,0.596,0.796,0.434,4395,CANAVIEIRAS
2906402,Candeal,29,Bahia,0.315,0.402,0.565,0.137,3876,0.453,0.464,0.664,0.302,3877,0.587,0.554,0.787,0.465,4467,CANDEAL
2906501,Candeias,29,Bahia,0.408,0.553,0.558,0.220,2338,0.548,0.582,0.684,0.414,2529,0.691,0.652,0.823,0.616,2161,CANDEIAS
2906600,Candiba,29,Bahia,0.333,0.391,0.632,0.150,3543,0.463,0.461,0.715,0.302,3730,0.591,0.578,0.743,0.481,4372,CANDIBA
2906709,Cândido Sales,29,Bahia,0.236,0.455,0.567,0.051,5150,0.423,0.535,0.665,0.212,4392,0.601,0.565,0.798,0.482,4123,CÂNDIDO SALES
2906808,Cansanção,29,Bahia,0.251,0.459,0.484,0.071,4963,0.349,0.425,0.612,0.163,5328,0.557,0.530,0.745,0.438,5098,CANSANÇÃO
2906824,Canudos,29,Bahia,0.254,0.402,0.493,0.083,4930,0.379,0.456,0.589,0.202,5059,0.562,0.554,0.707,0.453,5002,CANUDOS
2906857,Capela do Alto Alegre,29,Bahia,0.280,0.459,0.575,0.083,4515,0.456,0.529,0.673,0.266,3836,0.599,0.582,0.770,0.480,4167,CAPELA DO ALTO ALEGRE
2906873,Capim Grosso,29,Bahia,0.293,0.442,0.502,0.113,4272,0.444,0.529,0.618,0.267,4029,0.621,0.620,0.752,0.514,3680,CAPIM GROSSO
2906899,Caraíbas,29,Bahia,0.167,0.363,0.535,0.024,5503,0.322,0.470,0.639,0.111,5456,0.555,0.570,0.739,0.405,5128,CARAÍBAS
2906907,Caravelas,29,Bahia,0.271,0.467,0.555,0.077,4666,0.473,0.619,0.663,0.258,3596,0.616,0.626,0.791,0.473,3771,CARAVELAS
2907004,Cardeal da Silva,29,Bahia,0.270,0.432,0.535,0.085,4684,0.382,0.463,0.597,0.202,5017,0.552,0.523,0.735,0.437,5169,CARDEAL DA SILVA
2907103,Carinhanha,29,Bahia,0.250,0.395,0.556,0.071,4974,0.382,0.452,0.651,0.189,5017,0.576,0.525,0.763,0.477,4718,CARINHANHA
2907202,Casa Nova,29,Bahia,0.280,0.463,0.553,0.086,4515,0.373,0.496,0.611,0.171,5128,0.570,0.577,0.736,0.435,4841,CASA NOVA
2907301,Castro Alves,29,Bahia,0.351,0.452,0.638,0.150,3260,0.451,0.489,0.698,0.268,3904,0.613,0.591,0.774,0.504,3847,CASTRO ALVES
2907400,Catolândia,29,Bahia,0.294,0.395,0.593,0.108,4254,0.426,0.443,0.680,0.256,4337,0.582,0.554,0.786,0.452,4590,CATOLÂNDIA
2907509,Catu,29,Bahia,0.404,0.512,0.603,0.213,2427,0.536,0.580,0.679,0.390,2731,0.677,0.660,0.814,0.578,2503,CATU
2907558,Caturama,29,Bahia,0.246,0.379,0.613,0.064,5036,0.394,0.435,0.649,0.216,4842,0.571,0.543,0.770,0.446,4827,CATURAMA
2907608,Central,29,Bahia,0.323,0.435,0.520,0.149,3723,0.453,0.490,0.590,0.322,3877,0.596,0.540,0.728,0.538,4238,CENTRAL
2907707,Chorrochó,29,Bahia,0.305,0.429,0.505,0.131,4067,0.426,0.460,0.649,0.259,4337,0.600,0.552,0.779,0.503,4144,CHORROCHÓ
2907806,Cícero Dantas,29,Bahia,0.290,0.443,0.481,0.115,4335,0.417,0.514,0.587,0.241,4504,0.585,0.590,0.712,0.477,4515,CÍCERO DANTAS
2907905,Cipó,29,Bahia,0.348,0.461,0.504,0.182,3303,0.444,0.505,0.626,0.277,4029,0.601,0.589,0.744,0.496,4123,CIPÓ
2908002,Coaraci,29,Bahia,0.354,0.456,0.634,0.153,3217,0.433,0.520,0.689,0.227,4220,0.613,0.615,0.762,0.491,3847,COARACI
2908101,Cocos,29,Bahia,0.260,0.431,0.616,0.066,4828,0.413,0.482,0.672,0.217,4564,0.596,0.558,0.805,0.471,4238,COCOS
2908200,Conceição da Feira,29,Bahia,0.365,0.477,0.569,0.179,3047,0.496,0.510,0.649,0.369,3279,0.634,0.606,0.766,0.548,3407,CONCEIÇÃO DA FEIRA
2908309,Conceição do Almeida,29,Bahia,0.356,0.447,0.585,0.173,3171,0.482,0.502,0.672,0.331,3462,0.606,0.578,0.805,0.479,3999,CONCEIÇÃO DO ALMEIDA
2908408,Conceição do Coité,29,Bahia,0.313,0.448,0.528,0.130,3914,0.446,0.507,0.619,0.282,3990,0.611,0.587,0.752,0.517,3884,CONCEIÇÃO DO COITÉ
2908507,Conceição do Jacuípe,29,Bahia,0.397,0.518,0.638,0.189,2554,0.531,0.569,0.670,0.392,2798,0.663,0.630,0.799,0.579,2828,CONCEIÇÃO DO JACUÍPE
2908606,Conde,29,Bahia,0.258,0.400,0.535,0.080,4866,0.398,0.480,0.629,0.209,4778,0.560,0.551,0.705,0.451,5049,CONDE
2908705,Condeúba,29,Bahia,0.298,0.466,0.623,0.091,4182,0.419,0.517,0.680,0.209,4474,0.582,0.559,0.789,0.447,4590,CONDEÚBA
2908804,Contendas do Sincorá,29,Bahia,0.299,0.449,0.508,0.117,4161,0.417,0.502,0.603,0.240,4504,0.577,0.579,0.695,0.477,4695,CONTENDAS DO SINCORÁ
2908903,Coração de Maria,29,Bahia,0.309,0.493,0.556,0.108,3980,0.434,0.502,0.641,0.254,4199,0.592,0.558,0.762,0.489,4331,CORAÇÃO DE MARIA
2909000,Cordeiros,29,Bahia,0.265,0.396,0.618,0.076,4762,0.386,0.479,0.671,0.179,4960,0.579,0.561,0.763,0.454,4654,CORDEIROS
2909109,Coribe,29,Bahia,0.314,0.464,0.616,0.108,3895,0.397,0.429,0.673,0.217,4798,0.600,0.545,0.807,0.491,4144,CORIBE
2909208,Coronel João Sá,29,Bahia,0.176,0.418,0.542,0.024,5480,0.328,0.422,0.611,0.137,5440,0.535,0.545,0.716,0.392,5361,CORONEL JOÃO SÁ
2909307,Correntina,29,Bahia,0.279,0.454,0.599,0.080,4532,0.442,0.504,0.670,0.255,4064,0.603,0.575,0.792,0.481,4081,CORRENTINA
2909406,Cotegipe,29,Bahia,0.261,0.413,0.580,0.074,4812,0.405,0.472,0.646,0.218,4684,0.590,0.545,0.746,0.504,4395,COTEGIPE
2909505,Cravolândia,29,Bahia,0.287,0.374,0.605,0.104,4383,0.442,0.473,0.680,0.268,4064,0.599,0.559,0.765,0.503,4167,CRAVOLÂNDIA
2909604,Crisópolis,29,Bahia,0.251,0.448,0.512,0.069,4963,0.366,0.480,0.641,0.159,5200,0.543,0.542,0.765,0.387,5288,CRISÓPOLIS
2909703,Cristópolis,29,Bahia,0.282,0.449,0.577,0.087,4469,0.427,0.470,0.657,0.252,4319,0.614,0.546,0.766,0.553,3820,CRISTÓPOLIS
2909802,Cruz das Almas,29,Bahia,0.451,0.528,0.633,0.275,1572,0.574,0.592,0.705,0.452,2067,0.699,0.659,0.796,0.650,1934,CRUZ DAS ALMAS
2909901,Curaçá,29,Bahia,0.291,0.461,0.553,0.097,4315,0.424,0.504,0.648,0.234,4371,0.581,0.544,0.778,0.463,4614,CURAÇÁ
2910008,Dário Meira,29,Bahia,0.203,0.374,0.499,0.045,5377,0.348,0.415,0.641,0.159,5339,0.540,0.522,0.771,0.392,5325,DÁRIO MEIRA
2910057,Dias D'Ávila,29,Bahia,0.416,0.568,0.591,0.214,2192,0.540,0.585,0.716,0.375,2668,0.676,0.651,0.811,0.584,2524,DIAS D'ÁVILA
2910107,Dom Basílio,29,Bahia,0.310,0.442,0.620,0.109,3960,0.434,0.489,0.670,0.249,4199,0.591,0.547,0.783,0.482,4372,DOM BASÍLIO
2910206,Dom Macedo Costa,29,Bahia,0.326,0.429,0.631,0.128,3677,0.469,0.509,0.668,0.304,3651,0.632,0.598,0.795,0.531,3448,DOM MACEDO COSTA
2910305,Elísio Medrado,29,Bahia,0.341,0.425,0.645,0.145,3410,0.472,0.524,0.686,0.293,3609,0.623,0.590,0.777,0.527,3631,ELÍSIO MEDRADO
2910404,Encruzilhada,29,Bahia,0.234,0.428,0.613,0.049,5172,0.359,0.480,0.685,0.141,5264,0.544,0.533,0.754,0.400,5277,ENCRUZILHADA
2910503,Entre Rios,29,Bahia,0.298,0.448,0.532,0.111,4182,0.451,0.529,0.664,0.262,3904,0.615,0.602,0.785,0.492,3796,ENTRE RIOS
2910602,Esplanada,29,Bahia,0.336,0.474,0.538,0.149,3497,0.435,0.493,0.611,0.273,4184,0.589,0.589,0.740,0.469,4416,ESPLANADA
2910701,Euclides da Cunha,29,Bahia,0.257,0.409,0.505,0.082,4882,0.408,0.484,0.630,0.222,4637,0.567,0.565,0.749,0.430,4903,EUCLIDES DA CUNHA
2910727,Eunápolis,29,Bahia,0.392,0.543,0.627,0.177,2625,0.540,0.628,0.672,0.373,2668,0.677,0.687,0.791,0.572,2503,EUNÁPOLIS
2910750,Fátima,29,Bahia,0.230,0.374,0.439,0.074,5202,0.362,0.489,0.571,0.170,5234,0.559,0.554,0.686,0.459,5066,FÁTIMA
2910776,Feira da Mata,29,Bahia,0.292,0.504,0.568,0.087,4297,0.442,0.515,0.651,0.258,4064,0.588,0.527,0.763,0.505,4444,FEIRA DA MATA
2910800,Feira de Santana,29,Bahia,0.460,0.591,0.603,0.273,1422,0.585,0.634,0.716,0.440,1859,0.712,0.710,0.820,0.619,1546,FEIRA DE SANTANA
2910859,Filadélfia,29,Bahia,0.246,0.393,0.483,0.078,5036,0.369,0.415,0.610,0.198,5175,0.565,0.553,0.726,0.450,4941,FILADÉLFIA
2910909,Firmino Alves,29,Bahia,0.341,0.471,0.618,0.136,3410,0.472,0.520,0.680,0.297,3609,0.578,0.596,0.699,0.464,4670,FIRMINO ALVES
2911006,Floresta Azul,29,Bahia,0.347,0.435,0.629,0.153,3320,0.454,0.502,0.686,0.271,3858,0.557,0.548,0.731,0.431,5098,FLORESTA AZUL
2911105,Formosa do Rio Preto,29,Bahia,0.376,0.512,0.593,0.175,2870,0.449,0.572,0.655,0.241,3944,0.618,0.576,0.763,0.536,3735,FORMOSA DO RIO PRETO
2911204,Gandu,29,Bahia,0.380,0.562,0.551,0.177,2804,0.484,0.586,0.674,0.287,3437,0.632,0.645,0.771,0.508,3448,GANDU
2911253,Gavião,29,Bahia,0.301,0.490,0.597,0.093,4131,0.422,0.482,0.663,0.235,4407,0.599,0.566,0.747,0.508,4167,GAVIÃO
2911303,Gentio do Ouro,29,Bahia,0.293,0.498,0.544,0.093,4272,0.414,0.510,0.612,0.227,4551,0.559,0.523,0.743,0.450,5066,GENTIO DO OURO
2911402,Glória,29,Bahia,0.308,0.436,0.591,0.113,4009,0.421,0.497,0.714,0.211,4429,0.593,0.563,0.775,0.479,4309,GLÓRIA
2911501,Gongogi,29,Bahia,0.277,0.372,0.600,0.095,4564,0.389,0.434,0.651,0.209,4917,0.576,0.543,0.773,0.456,4718,GONGOGI
2911600,Governador Mangabeira,29,Bahia,0.359,0.416,0.585,0.190,3128,0.514,0.508,0.715,0.373,3053,0.643,0.594,0.754,0.594,3234,GOVERNADOR MANGABEIRA
2911659,Guajeru,29,Bahia,0.221,0.367,0.625,0.047,5266,0.333,0.482,0.697,0.110,5417,0.569,0.548,0.770,0.437,4869,GUAJERU
2911709,Guanambi,29,Bahia,0.413,0.524,0.666,0.202,2252,0.548,0.586,0.698,0.403,2529,0.673,0.663,0.789,0.584,2598,GUANAMBI
2911808,Guaratinga,29,Bahia,0.253,0.491,0.542,0.061,4941,0.356,0.483,0.626,0.149,5288,0.558,0.559,0.766,0.406,5081,GUARATINGA
2911857,Heliópolis,29,Bahia,0.227,0.390,0.524,0.057,5225,0.370,0.470,0.615,0.175,5164,0.563,0.547,0.748,0.437,4984,HELIÓPOLIS
2911907,Iaçu,29,Bahia,0.281,0.433,0.477,0.107,4491,0.396,0.494,0.570,0.220,4810,0.574,0.588,0.697,0.461,4764,IAÇU
2912004,Ibiassucê,29,Bahia,0.301,0.396,0.642,0.107,4131,0.437,0.509,0.704,0.233,4150,0.611,0.608,0.789,0.476,3884,IBIASSUCÊ
2912103,Ibicaraí,29,Bahia,0.334,0.466,0.571,0.140,3528,0.449,0.526,0.627,0.274,3944,0.625,0.609,0.764,0.524,3587,IBICARAÍ
2912202,Ibicoara,29,Bahia,0.270,0.394,0.567,0.088,4684,0.393,0.559,0.619,0.176,4859,0.591,0.583,0.731,0.484,4372,IBICOARA
2912301,Ibicuí,29,Bahia,0.305,0.550,0.577,0.089,4067,0.424,0.530,0.639,0.225,4371,0.584,0.586,0.780,0.435,4540,IBICUÍ
2912400,Ibipeba,29,Bahia,0.318,0.440,0.525,0.139,3823,0.455,0.485,0.612,0.318,3849,0.616,0.577,0.744,0.545,3771,IBIPEBA
2912509,Ibipitanga,29,Bahia,0.231,0.447,0.626,0.044,5195,0.389,0.507,0.694,0.167,4917,0.584,0.553,0.757,0.475,4540,IBIPITANGA
2912608,Ibiquera,29,Bahia,0.199,0.388,0.497,0.041,5398,0.368,0.453,0.641,0.171,5184,0.511,0.517,0.771,0.335,5499,IBIQUERA
2912707,Ibirapitanga,29,Bahia,0.229,0.392,0.569,0.054,5212,0.391,0.460,0.651,0.200,4892,0.558,0.561,0.748,0.415,5081,IBIRAPITANGA
2912806,Ibirapuã,29,Bahia,0.358,0.464,0.665,0.149,3142,0.488,0.544,0.721,0.296,3381,0.614,0.641,0.774,0.467,3820,IBIRAPUÃ
2912905,Ibirataia,29,Bahia,0.297,0.453,0.634,0.091,4205,0.422,0.502,0.664,0.225,4407,0.576,0.571,0.789,0.424,4718,IBIRATAIA
2913002,Ibitiara,29,Bahia,0.288,0.388,0.625,0.099,4362,0.424,0.489,0.692,0.225,4371,0.585,0.550,0.744,0.490,4515,IBITIARA
2913101,Ibititá,29,Bahia,0.285,0.432,0.468,0.115,4417,0.435,0.485,0.613,0.277,4184,0.602,0.554,0.747,0.527,4101,IBITITÁ
2913200,Ibotirama,29,Bahia,0.331,0.469,0.626,0.123,3587,0.500,0.574,0.704,0.310,3226,0.636,0.601,0.780,0.548,3378,IBOTIRAMA
2913309,Ichu,29,Bahia,0.427,0.448,0.589,0.295,2022,0.516,0.513,0.657,0.408,3011,0.631,0.580,0.771,0.562,3469,ICHU
2913408,Igaporã,29,Bahia,0.345,0.412,0.632,0.158,3345,0.468,0.513,0.704,0.284,3666,0.614,0.586,0.766,0.516,3820,IGAPORÃ
2913457,Igrapiúna,29,Bahia,0.219,0.423,0.607,0.041,5282,0.342,0.450,0.694,0.128,5368,0.574,0.565,0.789,0.424,4764,IGRAPIÚNA
2913507,Iguaí,29,Bahia,0.267,0.451,0.620,0.068,4731,0.411,0.505,0.696,0.198,4601,0.552,0.559,0.786,0.382,5169,IGUAÍ
2913606,Ilhéus,29,Bahia,0.389,0.525,0.660,0.170,2668,0.521,0.607,0.708,0.329,2947,0.690,0.688,0.808,0.590,2182,ILHÉUS
2913705,Inhambupe,29,Bahia,0.263,0.418,0.489,0.089,4789,0.381,0.478,0.630,0.184,5035,0.565,0.556,0.757,0.429,4941,INHAMBUPE
2913804,Ipecaetá,29,Bahia,0.223,0.410,0.533,0.051,5251,0.363,0.456,0.642,0.163,5226,0.550,0.506,0.776,0.424,5194,IPECAETÁ
2913903,Ipiaú,29,Bahia,0.362,0.537,0.556,0.159,3094,0.498,0.578,0.679,0.315,3246,0.670,0.687,0.796,0.551,2663,IPIAÚ
2914000,Ipirá,29,Bahia,0.264,0.447,0.581,0.071,4776,0.382,0.497,0.615,0.182,5017,0.549,0.568,0.748,0.390,5209,IPIRÁ
2914109,Ipupiara,29,Bahia,0.323,0.429,0.614,0.128,3723,0.464,0.488,0.686,0.298,3714,0.590,0.558,0.736,0.499,4395,IPUPIARA
2914208,Irajuba,29,Bahia,0.244,0.378,0.571,0.067,5058,0.378,0.458,0.643,0.184,5074,0.576,0.544,0.776,0.453,4718,IRAJUBA
2914307,Iramaia,29,Bahia,0.276,0.388,0.605,0.090,4587,0.393,0.450,0.680,0.198,4859,0.571,0.543,0.740,0.463,4827,IRAMAIA
2914406,Iraquara,29,Bahia,0.277,0.400,0.544,0.098,4564,0.422,0.468,0.618,0.260,4407,0.599,0.548,0.749,0.523,4167,IRAQUARA
2914505,Irará,29,Bahia,0.317,0.433,0.532,0.138,3846,0.461,0.506,0.673,0.287,3758,0.620,0.587,0.809,0.501,3702,IRARÁ
2914604,Irecê,29,Bahia,0.407,0.545,0.544,0.228,2360,0.542,0.592,0.648,0.415,2633,0.691,0.661,0.776,0.643,2161,IRECÊ
2914653,Itabela,29,Bahia,0.291,0.469,0.555,0.095,4315,0.445,0.512,0.651,0.264,4005,0.599,0.614,0.751,0.465,4167,ITABELA
2914703,Itaberaba,29,Bahia,0.344,0.471,0.524,0.165,3358,0.472,0.550,0.641,0.299,3609,0.620,0.638,0.769,0.485,3702,ITABERABA
2914802,Itabuna,29,Bahia,0.453,0.598,0.607,0.256,1543,0.581,0.636,0.733,0.421,1942,0.712,0.695,0.807,0.643,1546,ITABUNA
2914901,Itacaré,29,Bahia,0.241,0.471,0.529,0.056,5078,0.384,0.487,0.663,0.175,4986,0.583,0.594,0.807,0.413,4562,ITACARÉ
2915007,Itaeté,29,Bahia,0.220,0.372,0.547,0.052,5275,0.373,0.436,0.618,0.192,5128,0.572,0.536,0.719,0.485,4802,ITAETÉ
2915106,Itagi,29,Bahia,0.265,0.403,0.468,0.099,4762,0.397,0.503,0.583,0.213,4798,0.543,0.543,0.694,0.426,5288,ITAGI
